images\448.jpg Annotatio\448.png
images\CRACK500_20160329_104201_1921_721.jpg Annotatio\CRACK500_20160329_104201_1921_721.png
images\CRACK500_20160307_143827_1_721.jpg Annotatio\CRACK500_20160307_143827_1_721.png
images\Volker_DSC01608_556_53_1963_1614.jpg Annotatio\Volker_DSC01608_556_53_1963_1614.png
images\aug_249.jpg Annotatio\aug_249.png
images\noncrack_noncrack_concrete_wall_96_16.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_96_16.jpg.png
images\CRACK500_20160324_170408_1281_721.jpg Annotatio\CRACK500_20160324_170408_1281_721.png
images\CRACK500_20160328_153556_641_361.jpg Annotatio\CRACK500_20160328_153556_641_361.png
images\Volker_DSC01691_0_0_1824_2736.jpg Annotatio\Volker_DSC01691_0_0_1824_2736.png
images\CRACK500_20160308_073532_641_721.jpg Annotatio\CRACK500_20160308_073532_641_721.png
images\IMG_20190813_122154_BURST5_2.jpg Annotatio\IMG_20190813_122154_BURST5_2.png
images\Volker_DSC01648_449_109_1901_1465.jpg Annotatio\Volker_DSC01648_449_109_1901_1465.png
images\CRACK500_20160326_142327_1281_721.jpg Annotatio\CRACK500_20160326_142327_1281_721.png
images\noncrack_noncrack_concrete_wall_54_33.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_54_33.jpg.png
images\aug_IMG_3589.jpg Annotatio\aug_IMG_3589.png
images\cracktree200_6229.jpg Annotatio\cracktree200_6229.png
images\GAPS384_train_1337_541_1.jpg Annotatio\GAPS384_train_1337_541_1.png
images\noncrack_noncrack_concrete_wall_41_48.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_41_48.jpg.png
images\IMG_3780_3.jpg Annotatio\IMG_3780_3.png
images\aug_428.jpg Annotatio\aug_428.png
images\568.jpg Annotatio\568.png
images\aug_017.jpg Annotatio\aug_017.png
images\CRACK500_20160328_153821_1_721.jpg Annotatio\CRACK500_20160328_153821_1_721.png
images\CRACK500_20160328_151945_1_721.jpg Annotatio\CRACK500_20160328_151945_1_721.png
images\CRACK500_20160326_142403_641_361.jpg Annotatio\CRACK500_20160326_142403_641_361.png
images\Volker_DSC01669_20_142_1442_1169.jpg Annotatio\Volker_DSC01669_20_142_1442_1169.png
images\CRACK500_20160328_150827_1281_1081.jpg Annotatio\CRACK500_20160328_150827_1281_1081.png
images\CRACK500_20160330_170848_1921_361.jpg Annotatio\CRACK500_20160330_170848_1921_361.png
images\CRACK500_20160316_144212_641_361.jpg Annotatio\CRACK500_20160316_144212_641_361.png
images\IMG_20190821_202628_BURST1_3.jpg Annotatio\IMG_20190821_202628_BURST1_3.png
images\IMG_3613_1.jpg Annotatio\IMG_3613_1.png
images\Rissbilder_for_Florian_9S6A2882_505_1764_2771_2969.jpg Annotatio\Rissbilder_for_Florian_9S6A2882_505_1764_2771_2969.png
images\Rissbilder_for_Florian_9S6A2813_29_41_3795_4348.jpg Annotatio\Rissbilder_for_Florian_9S6A2813_29_41_3795_4348.png
images\Rissbilder_for_Florian_9S6A3090_1208_346_3876_3306.jpg Annotatio\Rissbilder_for_Florian_9S6A3090_1208_346_3876_3306.png
images\GAPS384_train_1301_541_1.jpg Annotatio\GAPS384_train_1301_541_1.png
images\aug_IMG_20190821_202638_BURST2_2.jpg Annotatio\aug_IMG_20190821_202638_BURST2_2.png
images\CRACK500_20160307_164214_1281_1.jpg Annotatio\CRACK500_20160307_164214_1281_1.png
images\aug_IMG_3186.jpg Annotatio\aug_IMG_3186.png
images\Rissbilder_for_Florian_9S6A2886_13_655_3827_3577.jpg Annotatio\Rissbilder_for_Florian_9S6A2886_13_655_3827_3577.png
images\Rissbilder_for_Florian_9S6A2861_327_851_2964_3474.jpg Annotatio\Rissbilder_for_Florian_9S6A2861_327_851_2964_3474.png
images\CRACK500_20160318_181627_1_1.jpg Annotatio\CRACK500_20160318_181627_1_1.png
images\aug_IMG_3573.jpg Annotatio\aug_IMG_3573.png
images\Rissbilder_for_Florian_9S6A2784_101_1536_3419_2594.jpg Annotatio\Rissbilder_for_Florian_9S6A2784_101_1536_3419_2594.png
images\CRACK500_20160303_091830_361_1921.jpg Annotatio\CRACK500_20160303_091830_361_1921.png
images\CRACK500_20160306_103657_1921_1.jpg Annotatio\CRACK500_20160306_103657_1921_1.png
images\CRACK500_20160328_153357_641_721.jpg Annotatio\CRACK500_20160328_153357_641_721.png
images\Rissbilder_for_Florian_9S6A2835_469_1050_2755_3142.jpg Annotatio\Rissbilder_for_Florian_9S6A2835_469_1050_2755_3142.png
images\Rissbilder_for_Florian_9S6A2786_29_1600_3726_2831.jpg Annotatio\Rissbilder_for_Florian_9S6A2786_29_1600_3726_2831.png
images\noncrack_noncrack_concrete_wall_68_3.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_68_3.jpg.png
images\Rissbilder_for_Florian_9S6A2870_45_1407_3516_2658.jpg Annotatio\Rissbilder_for_Florian_9S6A2870_45_1407_3516_2658.png
images\Rissbilder_for_Florian_9S6A2844_713_1743_2619_2761.jpg Annotatio\Rissbilder_for_Florian_9S6A2844_713_1743_2619_2761.png
images\Rissbilder_for_Florian_9S6A2879_0_0_5760_3840.jpg Annotatio\Rissbilder_for_Florian_9S6A2879_0_0_5760_3840.png
images\CRACK500_20160328_153533_1281_1081.jpg Annotatio\CRACK500_20160328_153533_1281_1081.png
images\Rissbilder_for_Florian_9S6A3134_24_1476_3719_3047.jpg Annotatio\Rissbilder_for_Florian_9S6A3134_24_1476_3719_3047.png
images\Explorer_HD2K_SN24855_16-47-44_1.jpg Annotatio\Explorer_HD2K_SN24855_16-47-44_1.png
images\Rissbilder_for_Florian_9S6A3116_155_1341_3645_4248.jpg Annotatio\Rissbilder_for_Florian_9S6A3116_155_1341_3645_4248.png
images\CRACK500_20160326_141808_1281_1.jpg Annotatio\CRACK500_20160326_141808_1281_1.png
images\aug_452.jpg Annotatio\aug_452.png
images\DeepCrack_11179-3.jpg Annotatio\DeepCrack_11179-3.png
images\IMG_3750_3.jpg Annotatio\IMG_3750_3.png
images\GAPS384_train_0700_541_1.jpg Annotatio\GAPS384_train_0700_541_1.png
images\Volker_DSC01636_363_174_1350_1563.jpg Annotatio\Volker_DSC01636_363_174_1350_1563.png
images\GAPS384_train_1028_1_1.jpg Annotatio\GAPS384_train_1028_1_1.png
images\CRACK500_20160328_153357_1281_721.jpg Annotatio\CRACK500_20160328_153357_1281_721.png
images\CRACK500_20160407_165001_1921_361.jpg Annotatio\CRACK500_20160407_165001_1921_361.png
images\noncrack_noncrack_concrete_wall_54_2.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_54_2.jpg.png
images\noncrack_noncrack_concrete_wall_75_10.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_75_10.jpg.png
images\Rissbilder_for_Florian_9S6A3111_157_1679_3296_3659.jpg Annotatio\Rissbilder_for_Florian_9S6A3111_157_1679_3296_3659.png
images\Rissbilder_for_Florian_9S6A2873_197_318_2546_3050.jpg Annotatio\Rissbilder_for_Florian_9S6A2873_197_318_2546_3050.png
images\IMG_3646.jpg Annotatio\IMG_3646.png
images\aug_IMG_3763_2.jpg Annotatio\aug_IMG_3763_2.png
images\CRACK500_20160329_094055_1_361.jpg Annotatio\CRACK500_20160329_094055_1_361.png
images\Volker_DSC01643_577_12_1705_1454.jpg Annotatio\Volker_DSC01643_577_12_1705_1454.png
images\Rissbilder_for_Florian_9S6A2865_127_1723_2744_2847.jpg Annotatio\Rissbilder_for_Florian_9S6A2865_127_1723_2744_2847.png
images\aug_460.jpg Annotatio\aug_460.png
images\noncrack_noncrack_concrete_wall_23_9.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_23_9.jpg.png
images\DeepCrack_11197-2.jpg Annotatio\DeepCrack_11197-2.png
images\Rissbilder_for_Florian_9S6A2895_1052_1345_2485_3231.jpg Annotatio\Rissbilder_for_Florian_9S6A2895_1052_1345_2485_3231.png
images\CRACK500_20160405_171410_1281_721.jpg Annotatio\CRACK500_20160405_171410_1281_721.png
images\223.jpg Annotatio\223.png
images\IMG_3571.jpg Annotatio\IMG_3571.png
images\CRACK500_20160328_153821_1921_361.jpg Annotatio\CRACK500_20160328_153821_1921_361.png
images\DeepCrack_IMG_6526-4.jpg Annotatio\DeepCrack_IMG_6526-4.png
images\Rissbilder_for_Florian_9S6A3114_176_1772_3586_2955.jpg Annotatio\Rissbilder_for_Florian_9S6A3114_176_1772_3586_2955.png
images\Rissbilder_for_Florian_9S6A2804_247_1588_2931_2364.jpg Annotatio\Rissbilder_for_Florian_9S6A2804_247_1588_2931_2364.png
images\aug_259.jpg Annotatio\aug_259.png
images\aug_20200227_093316_1.jpg Annotatio\aug_20200227_093316_1.png
images\CRACK500_20160318_084343_1281_721.jpg Annotatio\CRACK500_20160318_084343_1281_721.png
images\DeepCrack_11294.jpg Annotatio\DeepCrack_11294.png
images\Rissbilder_for_Florian_9S6A2868_169_1508_3296_3017.jpg Annotatio\Rissbilder_for_Florian_9S6A2868_169_1508_3296_3017.png
images\noncrack_noncrack_concrete_wall_43_31.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_43_31.jpg.png
images\Rissbilder_for_Florian_9S6A3087_1_667_3837_3754.jpg Annotatio\Rissbilder_for_Florian_9S6A3087_1_667_3837_3754.png
images\noncrack_noncrack_concrete_wall_96_1.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_96_1.jpg.png
images\Volker_DSC01638_42_305_1331_1451.jpg Annotatio\Volker_DSC01638_42_305_1331_1451.png
images\Rissbilder_for_Florian_9S6A3104_1500_36_4179_3693.jpg Annotatio\Rissbilder_for_Florian_9S6A3104_1500_36_4179_3693.png
images\GAPS384_train_0987_541_641.jpg Annotatio\GAPS384_train_0987_541_641.png
images\noncrack_noncrack_concrete_wall_94_8.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_94_8.jpg.png
images\Rissbilder_for_Florian_9S6A2918_232_191_3477_3641.jpg Annotatio\Rissbilder_for_Florian_9S6A2918_232_191_3477_3641.png
images\IMG_3659_1.jpg Annotatio\IMG_3659_1.png
images\noncrack_noncrack_concrete_wall_53_1.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_53_1.jpg.png
images\CRACK500_20160324_170542_641_361.jpg Annotatio\CRACK500_20160324_170542_641_361.png
images\aug_IMG_20190813_115422_1.jpg Annotatio\aug_IMG_20190813_115422_1.png
images\Rissbilder_for_Florian_9S6A2806_1082_397_4233_3223.jpg Annotatio\Rissbilder_for_Florian_9S6A2806_1082_397_4233_3223.png
images\CRACK500_20160328_154017_1921_1081.jpg Annotatio\CRACK500_20160328_154017_1921_1081.png
images\IMG_20190813_121353_BURST7_3.jpg Annotatio\IMG_20190813_121353_BURST7_3.png
images\CRACK500_20160324_170655_1281_361.jpg Annotatio\CRACK500_20160324_170655_1281_361.png
images\Rissbilder_for_Florian_9S6A2828_0_0_3840_5760.jpg Annotatio\Rissbilder_for_Florian_9S6A2828_0_0_3840_5760.png
images\CRACK500_20160326_142521_1281_1.jpg Annotatio\CRACK500_20160326_142521_1281_1.png
images\IMG_3634_2.jpg Annotatio\IMG_3634_2.png
images\IMG_3692_2.jpg Annotatio\IMG_3692_2.png
images\Rissbilder_for_Florian_9S6A3128_1179_553_2655_2768.jpg Annotatio\Rissbilder_for_Florian_9S6A3128_1179_553_2655_2768.png
images\CRACK500_20160328_153829_641_1.jpg Annotatio\CRACK500_20160328_153829_641_1.png
images\Rissbilder_for_Florian_9S6A3127_617_857_2707_3385.jpg Annotatio\Rissbilder_for_Florian_9S6A3127_617_857_2707_3385.png
images\20200227_093631_3.jpg Annotatio\20200227_093631_3.png
images\CRACK500_20160328_150933_1_361.jpg Annotatio\CRACK500_20160328_150933_1_361.png
images\CRACK500_20160303_093400_641_721.jpg Annotatio\CRACK500_20160303_093400_641_721.png
images\Rissbilder_for_Florian_9S6A3108_286_1557_3157_3857.jpg Annotatio\Rissbilder_for_Florian_9S6A3108_286_1557_3157_3857.png
images\GAPS384_train_1172_541_1.jpg Annotatio\GAPS384_train_1172_541_1.png
images\CRACK500_20160316_142009_1_361.jpg Annotatio\CRACK500_20160316_142009_1_361.png
images\Rissbilder_for_Florian_9S6A2806_2724_1289_2442_1975.jpg Annotatio\Rissbilder_for_Florian_9S6A2806_2724_1289_2442_1975.png
images\Rissbilder_for_Florian_9S6A2864_627_673_3073_2355.jpg Annotatio\Rissbilder_for_Florian_9S6A2864_627_673_3073_2355.png
images\CRACK500_20160402_150110_1281_361.jpg Annotatio\CRACK500_20160402_150110_1281_361.png
images\aug_20200228_110458_2.jpg Annotatio\aug_20200228_110458_2.png
images\Rissbilder_for_Florian_9S6A2870_551_1091_2889_2837.jpg Annotatio\Rissbilder_for_Florian_9S6A2870_551_1091_2889_2837.png
images\Rissbilder_for_Florian_9S6A3118_201_438_3150_2826.jpg Annotatio\Rissbilder_for_Florian_9S6A3118_201_438_3150_2826.png
images\Rissbilder_for_Florian_9S6A2826_7_703_3635_4843.jpg Annotatio\Rissbilder_for_Florian_9S6A2826_7_703_3635_4843.png
images\cracktree200_6707.jpg Annotatio\cracktree200_6707.png
images\cracktree200_6283.jpg Annotatio\cracktree200_6283.png
images\GAPS384_train_0423_1_641.jpg Annotatio\GAPS384_train_0423_1_641.png
images\Rissbilder_for_Florian_9S6A3119_80_135_3536_3817.jpg Annotatio\Rissbilder_for_Florian_9S6A3119_80_135_3536_3817.png
images\noncrack_noncrack_concrete_wall_72_6.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_72_6.jpg.png
images\086.jpg Annotatio\086.png
images\CRACK500_20160328_151752_1_361.jpg Annotatio\CRACK500_20160328_151752_1_361.png
images\CRACK500_20160308_072951_1921_361.jpg Annotatio\CRACK500_20160308_072951_1921_361.png
images\Rissbilder_for_Florian_9S6A2842_576_617_3085_4003.jpg Annotatio\Rissbilder_for_Florian_9S6A2842_576_617_3085_4003.png
images\Rissbilder_for_Florian_9S6A3135_0_0_3840_5760.jpg Annotatio\Rissbilder_for_Florian_9S6A3135_0_0_3840_5760.png
images\CRACK500_20160405_171219_1921_721.jpg Annotatio\CRACK500_20160405_171219_1921_721.png
images\noncrack_noncrack_concrete_wall_34_2.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_34_2.jpg.png
images\CRACK500_20160222_165947_1921_721.jpg Annotatio\CRACK500_20160222_165947_1921_721.png
images\CRACK500_20160303_091837_721_1.jpg Annotatio\CRACK500_20160303_091837_721_1.png
images\IMG_3512_1.jpg Annotatio\IMG_3512_1.png
images\aug_20200228_111255.jpg Annotatio\aug_20200228_111255.png
images\Rissbilder_for_Florian_9S6A2863_280_2154_2710_2137.jpg Annotatio\Rissbilder_for_Florian_9S6A2863_280_2154_2710_2137.png
images\Rissbilder_for_Florian_9S6A2836_263_492_2801_3370.jpg Annotatio\Rissbilder_for_Florian_9S6A2836_263_492_2801_3370.png
images\CRACK500_20160308_073310_641_361.jpg Annotatio\CRACK500_20160308_073310_641_361.png
images\aug_IMG_3626.jpg Annotatio\aug_IMG_3626.png
images\203.jpg Annotatio\203.png
images\noncrack_noncrack_concrete_wall_12_10.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_12_10.jpg.png
images\Rissbilder_for_Florian_9S6A2802_392_40_3791_3650.jpg Annotatio\Rissbilder_for_Florian_9S6A2802_392_40_3791_3650.png
images\20200228_110614.jpg Annotatio\20200228_110614.png
images\IMG_3703.jpg Annotatio\IMG_3703.png
images\Rissbilder_for_Florian_9S6A2908_1599_736_3074_2729.jpg Annotatio\Rissbilder_for_Florian_9S6A2908_1599_736_3074_2729.png
images\noncrack_noncrack_concrete_wall_41_9.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_41_9.jpg.png
images\Rissbilder_for_Florian_9S6A3094_223_2682_3437_2909.jpg Annotatio\Rissbilder_for_Florian_9S6A3094_223_2682_3437_2909.png
images\aug_273.jpg Annotatio\aug_273.png
images\aug_IMG_3260.jpg Annotatio\aug_IMG_3260.png
images\CRACK500_20160328_151241_1281_361.jpg Annotatio\CRACK500_20160328_151241_1281_361.png
images\noncrack_noncrack_concrete_wall_90_7.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_90_7.jpg.png
images\IMG_20190813_120250_BURST3.jpg Annotatio\IMG_20190813_120250_BURST3.png
images\aug_282.jpg Annotatio\aug_282.png
images\IMG_3445.jpg Annotatio\IMG_3445.png
images\Rissbilder_for_Florian_9S6A2896_616_2037_3008_3401.jpg Annotatio\Rissbilder_for_Florian_9S6A2896_616_2037_3008_3401.png
images\Rissbilder_for_Florian_9S6A2860_2001_780_3209_2493.jpg Annotatio\Rissbilder_for_Florian_9S6A2860_2001_780_3209_2493.png
images\Rissbilder_for_Florian_9S6A2866_643_1201_2050_2536.jpg Annotatio\Rissbilder_for_Florian_9S6A2866_643_1201_2050_2536.png
images\Rissbilder_for_Florian_9S6A3124_160_2696_3578_2794.jpg Annotatio\Rissbilder_for_Florian_9S6A3124_160_2696_3578_2794.png
images\noncrack_noncrack_concrete_wall_67_4.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_67_4.jpg.png
images\Rissbilder_for_Florian_9S6A2881_277_1792_3424_2971.jpg Annotatio\Rissbilder_for_Florian_9S6A2881_277_1792_3424_2971.png
images\CRACK500_20160318_181627_1_721.jpg Annotatio\CRACK500_20160318_181627_1_721.png
images\Volker_DSC01699_269_585_1505_1806.jpg Annotatio\Volker_DSC01699_269_585_1505_1806.png
images\Rissbilder_for_Florian_9S6A3095_590_1823_3058_3559.jpg Annotatio\Rissbilder_for_Florian_9S6A3095_590_1823_3058_3559.png
images\Volker_DSC01658_112_108_1685_2038.jpg Annotatio\Volker_DSC01658_112_108_1685_2038.png
images\CRACK500_20160328_153848_1281_361.jpg Annotatio\CRACK500_20160328_153848_1281_361.png
images\aug_IMG_3434_2.jpg Annotatio\aug_IMG_3434_2.png
images\Rissbilder_for_Florian_9S6A2901_866_955_2850_3013.jpg Annotatio\Rissbilder_for_Florian_9S6A2901_866_955_2850_3013.png
images\CRACK500_20160303_091825_641_1081.jpg Annotatio\CRACK500_20160303_091825_641_1081.png
images\IMG_3220_1.jpg Annotatio\IMG_3220_1.png
images\DeepCrack_IMG33-5.jpg Annotatio\DeepCrack_IMG33-5.png
images\aug_IMG_3533_2.jpg Annotatio\aug_IMG_3533_2.png
images\Rissbilder_for_Florian_9S6A3113_0_0_3840_5760.jpg Annotatio\Rissbilder_for_Florian_9S6A3113_0_0_3840_5760.png
images\Rissbilder_for_Florian_9S6A2814_136_379_3634_3984.jpg Annotatio\Rissbilder_for_Florian_9S6A2814_136_379_3634_3984.png
images\noncrack_noncrack_concrete_wall_92_10.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_92_10.jpg.png
images\CRACK500_20160222_080850_1_361.jpg Annotatio\CRACK500_20160222_080850_1_361.png
images\Volker_DSC01682_8_65_1767_1794.jpg Annotatio\Volker_DSC01682_8_65_1767_1794.png
images\Rissbilder_for_Florian_9S6A2854_82_685_3374_4312.jpg Annotatio\Rissbilder_for_Florian_9S6A2854_82_685_3374_4312.png
images\CRACK500_20160321_185637_1281_1.jpg Annotatio\CRACK500_20160321_185637_1281_1.png
images\Rissbilder_for_Florian_9S6A2845_1641_474_2958_3084.jpg Annotatio\Rissbilder_for_Florian_9S6A2845_1641_474_2958_3084.png
images\20200227_092838.jpg Annotatio\20200227_092838.png
images\Rissbilder_for_Florian_9S6A3094_266_1852_2748_2516.jpg Annotatio\Rissbilder_for_Florian_9S6A3094_266_1852_2748_2516.png
images\Volker_DSC01691_35_741_1602_1808.jpg Annotatio\Volker_DSC01691_35_741_1602_1808.png
images\Rissbilder_for_Florian_9S6A2805_3000_65_2359_2982.jpg Annotatio\Rissbilder_for_Florian_9S6A2805_3000_65_2359_2982.png
images\noncrack_noncrack_concrete_wall_54_0.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_54_0.jpg.png
images\608.jpg Annotatio\608.png
images\Rissbilder_for_Florian_9S6A2862_11_1218_3789_3108.jpg Annotatio\Rissbilder_for_Florian_9S6A2862_11_1218_3789_3108.png
images\Rissbilder_for_Florian_9S6A2879_100_177_3368_3576.jpg Annotatio\Rissbilder_for_Florian_9S6A2879_100_177_3368_3576.png
images\20200227_092908_3.jpg Annotatio\20200227_092908_3.png
images\CRACK500_20160330_160957_1281_361.jpg Annotatio\CRACK500_20160330_160957_1281_361.png
images\CRACK500_20160328_153706_1281_721.jpg Annotatio\CRACK500_20160328_153706_1281_721.png
images\Rissbilder_for_Florian_9S6A2908_577_392_3410_3134.jpg Annotatio\Rissbilder_for_Florian_9S6A2908_577_392_3410_3134.png
images\CRACK500_20160222_165625_1281_361.jpg Annotatio\CRACK500_20160222_165625_1281_361.png
images\Rissbilder_for_Florian_9S6A2797_27_2177_3736_3368.jpg Annotatio\Rissbilder_for_Florian_9S6A2797_27_2177_3736_3368.png
images\CRACK500_20160308_074134_1921_721.jpg Annotatio\CRACK500_20160308_074134_1921_721.png
images\CRACK500_20160324_170408_1921_721.jpg Annotatio\CRACK500_20160324_170408_1921_721.png
images\noncrack_noncrack_concrete_wall_54_28.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_54_28.jpg.png
images\Rissbilder_for_Florian_9S6A3123_338_77_3410_2903.jpg Annotatio\Rissbilder_for_Florian_9S6A3123_338_77_3410_2903.png
images\aug_IMG_3446_1.jpg Annotatio\aug_IMG_3446_1.png
images\Volker_DSC01653_64_112_1430_1659.jpg Annotatio\Volker_DSC01653_64_112_1430_1659.png
images\CRACK500_20160324_173501_1_721.jpg Annotatio\CRACK500_20160324_173501_1_721.png
images\Volker_DSC01687_247_908_936_1214.jpg Annotatio\Volker_DSC01687_247_908_936_1214.png
images\aug_20200228_110921_1.jpg Annotatio\aug_20200228_110921_1.png
images\CRACK500_20160222_163930_1921_1081.jpg Annotatio\CRACK500_20160222_163930_1921_1081.png
images\CRACK500_20160328_151252_1281_721.jpg Annotatio\CRACK500_20160328_151252_1281_721.png
images\DeepCrack_11178-3.jpg Annotatio\DeepCrack_11178-3.png
images\noncrack_noncrack_concrete_wall_14_26.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_14_26.jpg.png
images\20200228_111255.jpg Annotatio\20200228_111255.png
images\aug_138.jpg Annotatio\aug_138.png
images\CRACK500_20160222_165909_641_361.jpg Annotatio\CRACK500_20160222_165909_641_361.png
images\Rissbilder_for_Florian_9S6A2795_374_2640_2141_2811.jpg Annotatio\Rissbilder_for_Florian_9S6A2795_374_2640_2141_2811.png
images\noncrack_noncrack_concrete_wall_60_0.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_60_0.jpg.png
images\IMG_3600.jpg Annotatio\IMG_3600.png
images\CRACK500_20160308_074101_1281_1.jpg Annotatio\CRACK500_20160308_074101_1281_1.png
images\GAPS384_train_0449_1_1.jpg Annotatio\GAPS384_train_0449_1_1.png
images\Rissbilder_for_Florian_9S6A2849_67_1127_3354_4313.jpg Annotatio\Rissbilder_for_Florian_9S6A2849_67_1127_3354_4313.png
images\Volker_DSC01691_52_271_980_1235.jpg Annotatio\Volker_DSC01691_52_271_980_1235.png
images\Volker_DSC01609_147_1332_1399_1227.jpg Annotatio\Volker_DSC01609_147_1332_1399_1227.png
images\CRACK500_20160405_171333_1281_721.jpg Annotatio\CRACK500_20160405_171333_1281_721.png
images\CRACK500_20160307_164226_1921_1081.jpg Annotatio\CRACK500_20160307_164226_1921_1081.png
images\CRACK500_20160330_160957_641_721.jpg Annotatio\CRACK500_20160330_160957_641_721.png
images\CRACK500_20160329_104107_1281_1.jpg Annotatio\CRACK500_20160329_104107_1281_1.png
images\Rissbilder_for_Florian_9S6A2923_22_1440_2178_2376.jpg Annotatio\Rissbilder_for_Florian_9S6A2923_22_1440_2178_2376.png
